[s],CH1[V]
-9.0400E-07,-3.139E-02
-9.0200E-07,-3.139E-02
-9.0000E-07,-3.139E-02
-8.9800E-07,-3.139E-02
-8.9600E-07,-3.139E-02
-8.9400E-07,-3.139E-02
-8.9200E-07,-3.139E-02
-8.9000E-07,-3.139E-02
-8.8800E-07,-3.139E-02
-8.8600E-07,-3.139E-02
-8.8400E-07,-3.139E-02
-8.8200E-07,-3.139E-02
-8.8000E-07,-7.139E-02
-8.7800E-07,-3.139E-02
-8.7600E-07,-3.139E-02
-8.7400E-07,-3.139E-02
-8.7200E-07,-7.139E-02
-8.7000E-07,-3.139E-02
-8.6800E-07,-7.139E-02
-8.6600E-07,-3.139E-02
-8.6400E-07,-7.139E-02
-8.6200E-07,-3.139E-02
-8.6000E-07,-7.139E-02
-8.5800E-07,-3.139E-02
-8.5600E-07,-7.139E-02
-8.5400E-07,-3.139E-02
-8.5200E-07,-3.139E-02
-8.5000E-07,-3.139E-02
-8.4800E-07,-3.139E-02
-8.4600E-07,-3.139E-02
-8.4400E-07,-3.139E-02
-8.4200E-07,-3.139E-02
-8.4000E-07,-3.139E-02
-8.3800E-07,-3.139E-02
-8.3600E-07,-3.139E-02
-8.3400E-07,-3.139E-02
-8.3200E-07,-3.139E-02
-8.3000E-07,-3.139E-02
-8.2800E-07,-3.139E-02
-8.2600E-07,-3.139E-02
-8.2400E-07,-3.139E-02
-8.2200E-07,-3.139E-02
-8.2000E-07,-7.139E-02
-8.1800E-07,-3.139E-02
-8.1600E-07,-7.139E-02
-8.1400E-07,-3.139E-02
-8.1200E-07,-3.139E-02
-8.1000E-07,-3.139E-02
-8.0800E-07,-7.139E-02
-8.0600E-07,-3.139E-02
-8.0400E-07,-7.139E-02
-8.0200E-07,-3.139E-02
-8.0000E-07,-7.139E-02
-7.9800E-07,-3.139E-02
-7.9600E-07,-7.139E-02
-7.9400E-07,-3.139E-02
-7.9200E-07,-3.139E-02
-7.9000E-07,-3.139E-02
-7.8800E-07,-3.139E-02
-7.8600E-07,-3.139E-02
-7.8400E-07,-7.139E-02
-7.8200E-07,-3.139E-02
-7.8000E-07,-7.139E-02
-7.7800E-07,-3.139E-02
-7.7600E-07,-3.139E-02
-7.7400E-07,-3.139E-02
-7.7200E-07,-3.139E-02
-7.7000E-07,-3.139E-02
-7.6800E-07,-7.139E-02
-7.6600E-07,-3.139E-02
-7.6400E-07,-3.139E-02
-7.6200E-07,-3.139E-02
-7.6000E-07,-3.139E-02
-7.5800E-07,-3.139E-02
-7.5600E-07,-3.139E-02
-7.5400E-07,-3.139E-02
-7.5200E-07,-7.139E-02
-7.5000E-07,-3.139E-02
-7.4800E-07,-7.139E-02
-7.4600E-07,-3.139E-02
-7.4400E-07,-7.139E-02
-7.4200E-07,-3.139E-02
-7.4000E-07,-3.139E-02
-7.3800E-07,-3.139E-02
-7.3600E-07,-7.139E-02
-7.3400E-07,-3.139E-02
-7.3200E-07,-3.139E-02
-7.3000E-07,-3.139E-02
-7.2800E-07,-3.139E-02
-7.2600E-07,-3.139E-02
-7.2400E-07,-3.139E-02
-7.2200E-07,-3.139E-02
-7.2000E-07,-3.139E-02
-7.1800E-07,-3.139E-02
-7.1600E-07,-3.139E-02
-7.1400E-07,-3.139E-02
-7.1200E-07,-3.139E-02
-7.1000E-07,-3.139E-02
-7.0800E-07,-7.139E-02
-7.0600E-07,-3.139E-02
-7.0400E-07,-7.139E-02
-7.0200E-07,-3.139E-02
-7.0000E-07,-7.139E-02
-6.9800E-07,-3.139E-02
-6.9600E-07,-3.139E-02
-6.9400E-07,-3.139E-02
-6.9200E-07,-3.139E-02
-6.9000E-07,-3.139E-02
-6.8800E-07,-3.139E-02
-6.8600E-07,-3.139E-02
-6.8400E-07,-7.139E-02
-6.8200E-07,-3.139E-02
-6.8000E-07,-7.139E-02
-6.7800E-07,-3.139E-02
-6.7600E-07,-3.139E-02
-6.7400E-07,-3.139E-02
-6.7200E-07,-7.139E-02
-6.7000E-07,-3.139E-02
-6.6800E-07,-7.139E-02
-6.6600E-07,-3.139E-02
-6.6400E-07,-7.139E-02
-6.6200E-07,-3.139E-02
-6.6000E-07,-3.139E-02
-6.5800E-07,-3.139E-02
-6.5600E-07,-7.139E-02
-6.5400E-07,-3.139E-02
-6.5200E-07,-3.139E-02
-6.5000E-07,-3.139E-02
-6.4800E-07,-7.139E-02
-6.4600E-07,-3.139E-02
-6.4400E-07,-7.139E-02
-6.4200E-07,-3.139E-02
-6.4000E-07,-3.139E-02
-6.3800E-07,-3.139E-02
-6.3600E-07,-3.139E-02
-6.3400E-07,-3.139E-02
-6.3200E-07,-3.139E-02
-6.3000E-07,-3.139E-02
-6.2800E-07,-7.139E-02
-6.2600E-07,-3.139E-02
-6.2400E-07,-7.139E-02
-6.2200E-07,-3.139E-02
-6.2000E-07,-7.139E-02
-6.1800E-07,-3.139E-02
-6.1600E-07,-7.139E-02
-6.1400E-07,-3.139E-02
-6.1200E-07,-7.139E-02
-6.1000E-07,-3.139E-02
-6.0800E-07,-7.139E-02
-6.0600E-07,-3.139E-02
-6.0400E-07,-3.139E-02
-6.0200E-07,-3.139E-02
-6.0000E-07,-3.139E-02
-5.9800E-07,-3.139E-02
-5.9600E-07,-3.139E-02
-5.9400E-07,-3.139E-02
-5.9200E-07,-7.139E-02
-5.9000E-07,-3.139E-02
-5.8800E-07,-3.139E-02
-5.8600E-07,-3.139E-02
-5.8400E-07,-3.139E-02
-5.8200E-07,-3.139E-02
-5.8000E-07,-7.139E-02
-5.7800E-07,-3.139E-02
-5.7600E-07,-7.139E-02
-5.7400E-07,-3.139E-02
-5.7200E-07,-7.139E-02
-5.7000E-07,-3.139E-02
-5.6800E-07,-3.139E-02
-5.6600E-07,-3.139E-02
-5.6400E-07,-7.139E-02
-5.6200E-07,-3.139E-02
-5.6000E-07,-7.139E-02
-5.5800E-07,-3.139E-02
-5.5600E-07,-3.139E-02
-5.5400E-07,-3.139E-02
-5.5200E-07,-7.139E-02
-5.5000E-07,-3.139E-02
-5.4800E-07,-7.139E-02
-5.4600E-07,-3.139E-02
-5.4400E-07,-3.139E-02
-5.4200E-07,-3.139E-02
-5.4000E-07,-3.139E-02
-5.3800E-07,-3.139E-02
-5.3600E-07,-3.139E-02
-5.3400E-07,-3.139E-02
-5.3200E-07,-7.139E-02
-5.3000E-07,-3.139E-02
-5.2800E-07,-3.139E-02
-5.2600E-07,-3.139E-02
-5.2400E-07,-3.139E-02
-5.2200E-07,-3.139E-02
-5.2000E-07,-3.139E-02
-5.1800E-07,-3.139E-02
-5.1600E-07,-3.139E-02
-5.1400E-07,-3.139E-02
-5.1200E-07,-3.139E-02
-5.1000E-07,-3.139E-02
-5.0800E-07,-3.139E-02
-5.0600E-07,-3.139E-02
-5.0400E-07,-3.139E-02
-5.0200E-07,-3.139E-02
-5.0000E-07,-3.139E-02
-4.9800E-07,-3.139E-02
-4.9600E-07,-3.139E-02
-4.9400E-07,-3.139E-02
-4.9200E-07,-3.139E-02
-4.9000E-07,-3.139E-02
-4.8800E-07,-7.139E-02
-4.8600E-07,-3.139E-02
-4.8400E-07,-7.139E-02
-4.8200E-07,-3.139E-02
-4.8000E-07,-3.139E-02
-4.7800E-07,-3.139E-02
-4.7600E-07,-3.139E-02
-4.7400E-07,-3.139E-02
-4.7200E-07,-3.139E-02
-4.7000E-07,-3.139E-02
-4.6800E-07,-3.139E-02
-4.6600E-07,-3.139E-02
-4.6400E-07,-3.139E-02
-4.6200E-07,-3.139E-02
-4.6000E-07,-7.139E-02
-4.5800E-07,-3.139E-02
-4.5600E-07,-7.139E-02
-4.5400E-07,-3.139E-02
-4.5200E-07,-3.139E-02
-4.5000E-07,-3.139E-02
-4.4800E-07,-3.139E-02
-4.4600E-07,-3.139E-02
-4.4400E-07,-3.139E-02
-4.4200E-07,-3.139E-02
-4.4000E-07,-3.139E-02
-4.3800E-07,-3.139E-02
-4.3600E-07,-3.139E-02
-4.3400E-07,-3.139E-02
-4.3200E-07,-3.139E-02
-4.3000E-07,-3.139E-02
-4.2800E-07,-3.139E-02
-4.2600E-07,-3.139E-02
-4.2400E-07,-3.139E-02
-4.2200E-07,-3.139E-02
-4.2000E-07,-3.139E-02
-4.1800E-07,-3.139E-02
-4.1600E-07,-3.139E-02
-4.1400E-07,-3.139E-02
-4.1200E-07,-3.139E-02
-4.1000E-07,-3.139E-02
-4.0800E-07,-3.139E-02
-4.0600E-07,-3.139E-02
-4.0400E-07,-7.139E-02
-4.0200E-07,-3.139E-02
-4.0000E-07,-7.139E-02
-3.9800E-07,-3.139E-02
-3.9600E-07,-7.139E-02
-3.9400E-07,-3.139E-02
-3.9200E-07,-7.139E-02
-3.9000E-07,-3.139E-02
-3.8800E-07,-3.139E-02
-3.8600E-07,-3.139E-02
-3.8400E-07,-3.139E-02
-3.8200E-07,-3.139E-02
-3.8000E-07,-3.139E-02
-3.7800E-07,-3.139E-02
-3.7600E-07,-3.139E-02
-3.7400E-07,-3.139E-02
-3.7200E-07,-3.139E-02
-3.7000E-07,-3.139E-02
-3.6800E-07,-3.139E-02
-3.6600E-07,-3.139E-02
-3.6400E-07,-3.139E-02
-3.6200E-07,-3.139E-02
-3.6000E-07,-7.139E-02
-3.5800E-07,-3.139E-02
-3.5600E-07,-7.139E-02
-3.5400E-07,-3.139E-02
-3.5200E-07,-3.139E-02
-3.5000E-07,-3.139E-02
-3.4800E-07,-3.139E-02
-3.4600E-07,-3.139E-02
-3.4400E-07,-3.139E-02
-3.4200E-07,-3.139E-02
-3.4000E-07,-3.139E-02
-3.3800E-07,-3.139E-02
-3.3600E-07,-3.139E-02
-3.3400E-07,-3.139E-02
-3.3200E-07,-3.139E-02
-3.3000E-07,-3.139E-02
-3.2800E-07,-3.139E-02
-3.2600E-07,-3.139E-02
-3.2400E-07,-3.139E-02
-3.2200E-07,-3.139E-02
-3.2000E-07,-3.139E-02
-3.1800E-07,-3.139E-02
-3.1600E-07,-3.139E-02
-3.1400E-07,8.609E-03
-3.1200E-07,-3.139E-02
-3.1000E-07,-3.139E-02
-3.0800E-07,-3.139E-02
-3.0600E-07,-3.139E-02
-3.0400E-07,-3.139E-02
-3.0200E-07,-3.139E-02
-3.0000E-07,-7.139E-02
-2.9800E-07,-3.139E-02
-2.9600E-07,-7.139E-02
-2.9400E-07,-3.139E-02
-2.9200E-07,-7.139E-02
-2.9000E-07,-3.139E-02
-2.8800E-07,-3.139E-02
-2.8600E-07,-3.139E-02
-2.8400E-07,-3.139E-02
-2.8200E-07,-3.139E-02
-2.8000E-07,-3.139E-02
-2.7800E-07,-3.139E-02
-2.7600E-07,-3.139E-02
-2.7400E-07,-3.139E-02
-2.7200E-07,-7.139E-02
-2.7000E-07,-3.139E-02
-2.6800E-07,-7.139E-02
-2.6600E-07,-3.139E-02
-2.6400E-07,-3.139E-02
-2.6200E-07,-3.139E-02
-2.6000E-07,-3.139E-02
-2.5800E-07,-3.139E-02
-2.5600E-07,-3.139E-02
-2.5400E-07,8.609E-03
-2.5200E-07,-3.139E-02
-2.5000E-07,-3.139E-02
-2.4800E-07,-3.139E-02
-2.4600E-07,-3.139E-02
-2.4400E-07,-3.139E-02
-2.4200E-07,-3.139E-02
-2.4000E-07,-3.139E-02
-2.3800E-07,-3.139E-02
-2.3600E-07,-3.139E-02
-2.3400E-07,-3.139E-02
-2.3200E-07,-3.139E-02
-2.3000E-07,-3.139E-02
-2.2800E-07,-3.139E-02
-2.2600E-07,-3.139E-02
-2.2400E-07,-7.139E-02
-2.2200E-07,-3.139E-02
-2.2000E-07,-3.139E-02
-2.1800E-07,-3.139E-02
-2.1600E-07,-7.139E-02
-2.1400E-07,-3.139E-02
-2.1200E-07,-7.139E-02
-2.1000E-07,-3.139E-02
-2.0800E-07,-3.139E-02
-2.0600E-07,-3.139E-02
-2.0400E-07,-3.139E-02
-2.0200E-07,-3.139E-02
-2.0000E-07,-3.139E-02
-1.9800E-07,-3.139E-02
-1.9600E-07,-3.139E-02
-1.9400E-07,-3.139E-02
-1.9200E-07,-3.139E-02
-1.9000E-07,-3.139E-02
-1.8800E-07,-3.139E-02
-1.8600E-07,-3.139E-02
-1.8400E-07,-3.139E-02
-1.8200E-07,-3.139E-02
-1.8000E-07,-3.139E-02
-1.7800E-07,-3.139E-02
-1.7600E-07,-3.139E-02
-1.7400E-07,-3.139E-02
-1.7200E-07,-3.139E-02
-1.7000E-07,-3.139E-02
-1.6800E-07,-3.139E-02
-1.6600E-07,-3.139E-02
-1.6400E-07,-3.139E-02
-1.6200E-07,-3.139E-02
-1.6000E-07,-3.139E-02
-1.5800E-07,-3.139E-02
-1.5600E-07,-3.139E-02
-1.5400E-07,-3.139E-02
-1.5200E-07,-3.139E-02
-1.5000E-07,-3.139E-02
-1.4800E-07,-3.139E-02
-1.4600E-07,-3.139E-02
-1.4400E-07,-3.139E-02
-1.4200E-07,-3.139E-02
-1.4000E-07,-3.139E-02
-1.3800E-07,-3.139E-02
-1.3600E-07,-3.139E-02
-1.3400E-07,-3.139E-02
-1.3200E-07,-3.139E-02
-1.3000E-07,-3.139E-02
-1.2800E-07,-3.139E-02
-1.2600E-07,-3.139E-02
-1.2400E-07,-3.139E-02
-1.2200E-07,-3.139E-02
-1.2000E-07,-3.139E-02
-1.1800E-07,-3.139E-02
-1.1600E-07,-3.139E-02
-1.1400E-07,-3.139E-02
-1.1200E-07,-7.139E-02
-1.1000E-07,-3.139E-02
-1.0800E-07,-7.139E-02
-1.0600E-07,-3.139E-02
-1.0400E-07,-7.139E-02
-1.0200E-07,-3.139E-02
-1.0000E-07,-7.139E-02
-9.8000E-08,-3.139E-02
-9.6000E-08,-7.139E-02
-9.4000E-08,-3.139E-02
-9.2000E-08,-7.139E-02
-9.0000E-08,-3.139E-02
-8.8000E-08,-3.139E-02
-8.6000E-08,-3.139E-02
-8.4000E-08,-3.139E-02
-8.2000E-08,-3.139E-02
-8.0000E-08,-3.139E-02
-7.8000E-08,-3.139E-02
-7.6000E-08,-3.139E-02
-7.4000E-08,-3.139E-02
-7.2000E-08,-3.139E-02
-7.0000E-08,-3.139E-02
-6.8000E-08,-3.139E-02
-6.6000E-08,8.609E-03
-6.4000E-08,-3.139E-02
-6.2000E-08,-3.139E-02
-6.0000E-08,-3.139E-02
-5.8000E-08,-3.139E-02
-5.6000E-08,-3.139E-02
-5.4000E-08,8.609E-03
-5.2000E-08,-3.139E-02
-5.0000E-08,-3.139E-02
-4.8000E-08,-3.139E-02
-4.6000E-08,-3.139E-02
-4.4000E-08,-3.139E-02
-4.2000E-08,-3.139E-02
-4.0000E-08,-3.139E-02
-3.8000E-08,-3.139E-02
-3.6000E-08,-3.139E-02
-3.4000E-08,-3.139E-02
-3.2000E-08,-3.139E-02
-3.0000E-08,-3.139E-02
-2.8000E-08,-7.139E-02
-2.6000E-08,-3.139E-02
-2.4000E-08,-3.139E-02
-2.2000E-08,-3.139E-02
-2.0000E-08,-7.139E-02
-1.8000E-08,-3.139E-02
-1.6000E-08,-7.139E-02
-1.4000E-08,-3.139E-02
-1.2000E-08,-3.139E-02
-1.0000E-08,1.686E-01
-8.0000E-09,5.286E-01
-6.0000E-09,1.049E+00
-4.0000E-09,1.569E+00
-2.0000E-09,2.049E+00
1.8000E-21,2.489E+00
2.0000E-09,2.929E+00
4.0000E-09,3.249E+00
6.0000E-09,3.489E+00
8.0000E-09,3.689E+00
1.0000E-08,3.849E+00
1.2000E-08,3.969E+00
1.4000E-08,4.089E+00
1.6000E-08,4.169E+00
1.8000E-08,4.289E+00
2.0000E-08,4.369E+00
2.2000E-08,4.449E+00
2.4000E-08,4.529E+00
2.6000E-08,4.609E+00
2.8000E-08,4.649E+00
3.0000E-08,4.649E+00
3.2000E-08,4.689E+00
3.4000E-08,4.769E+00
3.6000E-08,4.809E+00
3.8000E-08,4.809E+00
4.0000E-08,4.849E+00
4.2000E-08,4.889E+00
4.4000E-08,4.889E+00
4.6000E-08,4.889E+00
4.8000E-08,4.889E+00
5.0000E-08,4.889E+00
5.2000E-08,4.929E+00
5.4000E-08,4.929E+00
5.6000E-08,4.929E+00
5.8000E-08,4.969E+00
6.0000E-08,4.929E+00
6.2000E-08,4.929E+00
6.4000E-08,4.929E+00
6.6000E-08,4.969E+00
6.8000E-08,4.969E+00
7.0000E-08,4.969E+00
7.2000E-08,4.969E+00
7.4000E-08,4.969E+00
7.6000E-08,4.929E+00
7.8000E-08,4.969E+00
8.0000E-08,4.929E+00
8.2000E-08,4.969E+00
8.4000E-08,4.929E+00
8.6000E-08,4.969E+00
8.8000E-08,4.969E+00
9.0000E-08,4.969E+00
9.2000E-08,4.969E+00
9.4000E-08,4.969E+00
9.6000E-08,4.969E+00
9.8000E-08,4.969E+00
1.0000E-07,4.969E+00
1.0200E-07,4.969E+00
1.0400E-07,4.969E+00
1.0600E-07,4.969E+00
1.0800E-07,4.969E+00
1.1000E-07,4.969E+00
1.1200E-07,4.929E+00
1.1400E-07,4.969E+00
1.1600E-07,4.969E+00
1.1800E-07,4.969E+00
1.2000E-07,4.929E+00
1.2200E-07,4.969E+00
1.2400E-07,4.969E+00
1.2600E-07,4.969E+00
1.2800E-07,4.969E+00
1.3000E-07,4.969E+00
1.3200E-07,4.969E+00
1.3400E-07,4.969E+00
1.3600E-07,4.969E+00
1.3800E-07,4.969E+00
1.4000E-07,4.969E+00
1.4200E-07,4.969E+00
1.4400E-07,4.929E+00
1.4600E-07,4.969E+00
1.4800E-07,4.929E+00
1.5000E-07,4.969E+00
1.5200E-07,4.969E+00
1.5400E-07,4.969E+00
1.5600E-07,4.969E+00
1.5800E-07,4.969E+00
1.6000E-07,4.929E+00
1.6200E-07,4.969E+00
1.6400E-07,4.969E+00
1.6600E-07,4.969E+00
1.6800E-07,4.969E+00
1.7000E-07,4.969E+00
1.7200E-07,4.969E+00
1.7400E-07,4.969E+00
1.7600E-07,4.969E+00
1.7800E-07,4.969E+00
1.8000E-07,4.969E+00
1.8200E-07,4.969E+00
1.8400E-07,4.969E+00
1.8600E-07,4.969E+00
1.8800E-07,4.969E+00
1.9000E-07,4.969E+00
1.9200E-07,4.969E+00
1.9400E-07,4.969E+00
1.9600E-07,4.969E+00
1.9800E-07,4.969E+00
2.0000E-07,4.929E+00
2.0200E-07,4.969E+00
2.0400E-07,4.969E+00
2.0600E-07,4.969E+00
2.0800E-07,4.929E+00
2.1000E-07,4.969E+00
2.1200E-07,4.969E+00
2.1400E-07,4.969E+00
2.1600E-07,4.929E+00
2.1800E-07,4.969E+00
2.2000E-07,4.969E+00
2.2200E-07,4.969E+00
2.2400E-07,4.969E+00
2.2600E-07,4.969E+00
2.2800E-07,4.969E+00
2.3000E-07,4.969E+00
2.3200E-07,4.969E+00
2.3400E-07,4.969E+00
2.3600E-07,4.969E+00
2.3800E-07,4.969E+00
2.4000E-07,4.969E+00
2.4200E-07,4.969E+00
2.4400E-07,4.969E+00
2.4600E-07,4.969E+00
2.4800E-07,4.969E+00
2.5000E-07,4.969E+00
2.5200E-07,4.969E+00
2.5400E-07,4.969E+00
2.5600E-07,4.969E+00
2.5800E-07,4.969E+00
2.6000E-07,4.969E+00
2.6200E-07,4.969E+00
2.6400E-07,4.969E+00
2.6600E-07,4.969E+00
2.6800E-07,4.969E+00
2.7000E-07,4.969E+00
2.7200E-07,4.969E+00
2.7400E-07,4.969E+00
2.7600E-07,4.969E+00
2.7800E-07,4.969E+00
2.8000E-07,4.969E+00
2.8200E-07,4.969E+00
2.8400E-07,4.969E+00
2.8600E-07,4.969E+00
2.8800E-07,4.969E+00
2.9000E-07,4.969E+00
2.9200E-07,4.969E+00
2.9400E-07,4.969E+00
2.9600E-07,4.929E+00
2.9800E-07,4.969E+00
3.0000E-07,4.969E+00
3.0200E-07,4.969E+00
3.0400E-07,4.969E+00
3.0600E-07,4.969E+00
3.0800E-07,4.969E+00
3.1000E-07,4.969E+00
3.1200E-07,4.969E+00
3.1400E-07,4.969E+00
3.1600E-07,4.969E+00
3.1800E-07,4.969E+00
3.2000E-07,4.969E+00
3.2200E-07,4.969E+00
3.2400E-07,4.929E+00
3.2600E-07,4.969E+00
3.2800E-07,4.969E+00
3.3000E-07,4.969E+00
3.3200E-07,4.969E+00
3.3400E-07,4.969E+00
3.3600E-07,4.969E+00
3.3800E-07,4.969E+00
3.4000E-07,4.969E+00
3.4200E-07,4.969E+00
3.4400E-07,4.969E+00
3.4600E-07,4.969E+00
3.4800E-07,4.969E+00
3.5000E-07,4.969E+00
3.5200E-07,4.969E+00
3.5400E-07,4.969E+00
3.5600E-07,4.969E+00
3.5800E-07,4.969E+00
3.6000E-07,4.969E+00
3.6200E-07,4.969E+00
3.6400E-07,4.969E+00
3.6600E-07,4.969E+00
3.6800E-07,4.969E+00
3.7000E-07,4.969E+00
3.7200E-07,4.969E+00
3.7400E-07,4.969E+00
3.7600E-07,4.969E+00
3.7800E-07,4.969E+00
3.8000E-07,4.969E+00
3.8200E-07,4.969E+00
3.8400E-07,4.969E+00
3.8600E-07,4.969E+00
3.8800E-07,4.969E+00
3.9000E-07,4.969E+00
3.9200E-07,4.969E+00
3.9400E-07,4.969E+00
3.9600E-07,4.969E+00
3.9800E-07,4.969E+00
4.0000E-07,4.969E+00
4.0200E-07,4.969E+00
4.0400E-07,4.969E+00
4.0600E-07,4.969E+00
4.0800E-07,4.969E+00
4.1000E-07,4.969E+00
4.1200E-07,4.969E+00
4.1400E-07,4.969E+00
4.1600E-07,4.969E+00
4.1800E-07,4.969E+00
4.2000E-07,4.969E+00
4.2200E-07,4.969E+00
4.2400E-07,4.969E+00
4.2600E-07,4.969E+00
4.2800E-07,4.969E+00
4.3000E-07,4.969E+00
4.3200E-07,4.969E+00
4.3400E-07,4.969E+00
4.3600E-07,4.969E+00
4.3800E-07,4.969E+00
4.4000E-07,4.969E+00
4.4200E-07,4.969E+00
4.4400E-07,4.969E+00
4.4600E-07,4.969E+00
4.4800E-07,4.929E+00
4.5000E-07,4.969E+00
4.5200E-07,4.969E+00
4.5400E-07,4.969E+00
4.5600E-07,4.969E+00
4.5800E-07,4.969E+00
4.6000E-07,4.969E+00
4.6200E-07,4.969E+00
4.6400E-07,4.969E+00
4.6600E-07,4.969E+00
4.6800E-07,4.969E+00
4.7000E-07,4.969E+00
4.7200E-07,4.969E+00
4.7400E-07,4.969E+00
4.7600E-07,4.969E+00
4.7800E-07,4.969E+00
4.8000E-07,4.969E+00
4.8200E-07,4.969E+00
4.8400E-07,4.969E+00
4.8600E-07,4.969E+00
4.8800E-07,4.969E+00
4.9000E-07,4.969E+00
4.9200E-07,4.969E+00
4.9400E-07,4.969E+00
4.9600E-07,4.969E+00
4.9800E-07,4.969E+00
5.0000E-07,4.969E+00
5.0200E-07,4.969E+00
5.0400E-07,4.969E+00
5.0600E-07,4.969E+00
5.0800E-07,4.969E+00
5.1000E-07,4.969E+00
5.1200E-07,4.969E+00
5.1400E-07,4.969E+00
5.1600E-07,4.969E+00
5.1800E-07,4.969E+00
5.2000E-07,4.969E+00
5.2200E-07,4.969E+00
5.2400E-07,4.969E+00
5.2600E-07,4.969E+00
5.2800E-07,4.969E+00
5.3000E-07,4.969E+00
5.3200E-07,4.969E+00
5.3400E-07,4.969E+00
5.3600E-07,4.969E+00
5.3800E-07,4.969E+00
5.4000E-07,4.969E+00
5.4200E-07,4.969E+00
5.4400E-07,4.969E+00
5.4600E-07,4.969E+00
5.4800E-07,4.929E+00
5.5000E-07,4.969E+00
5.5200E-07,4.969E+00
5.5400E-07,4.969E+00
5.5600E-07,4.969E+00
5.5800E-07,4.969E+00
5.6000E-07,4.969E+00
5.6200E-07,4.969E+00
5.6400E-07,4.969E+00
5.6600E-07,4.969E+00
5.6800E-07,4.969E+00
5.7000E-07,4.969E+00
5.7200E-07,4.929E+00
5.7400E-07,4.969E+00
5.7600E-07,4.969E+00
5.7800E-07,4.969E+00
5.8000E-07,4.969E+00
5.8200E-07,4.969E+00
5.8400E-07,4.969E+00
5.8600E-07,4.969E+00
5.8800E-07,4.969E+00
5.9000E-07,4.969E+00
5.9200E-07,4.969E+00
5.9400E-07,4.969E+00
5.9600E-07,4.969E+00
5.9800E-07,4.969E+00
6.0000E-07,4.969E+00
6.0200E-07,4.969E+00
6.0400E-07,4.969E+00
6.0600E-07,4.969E+00
6.0800E-07,4.969E+00
6.1000E-07,4.969E+00
6.1200E-07,4.969E+00
6.1400E-07,4.969E+00
6.1600E-07,4.969E+00
6.1800E-07,4.969E+00
6.2000E-07,4.969E+00
6.2200E-07,4.969E+00
6.2400E-07,4.969E+00
6.2600E-07,4.969E+00
6.2800E-07,4.969E+00
6.3000E-07,4.969E+00
6.3200E-07,4.969E+00
6.3400E-07,4.969E+00
6.3600E-07,4.969E+00
6.3800E-07,4.969E+00
6.4000E-07,4.969E+00
6.4200E-07,4.969E+00
6.4400E-07,4.969E+00
6.4600E-07,4.969E+00
6.4800E-07,4.929E+00
6.5000E-07,4.969E+00
6.5200E-07,4.969E+00
6.5400E-07,4.969E+00
6.5600E-07,4.969E+00
6.5800E-07,4.969E+00
6.6000E-07,4.969E+00
6.6200E-07,4.969E+00
6.6400E-07,4.969E+00
6.6600E-07,4.969E+00
6.6800E-07,4.969E+00
6.7000E-07,4.969E+00
6.7200E-07,4.969E+00
6.7400E-07,4.969E+00
6.7600E-07,4.929E+00
6.7800E-07,4.969E+00
6.8000E-07,4.969E+00
6.8200E-07,4.969E+00
6.8400E-07,4.969E+00
6.8600E-07,4.969E+00
6.8800E-07,4.969E+00
6.9000E-07,4.969E+00
6.9200E-07,4.969E+00
6.9400E-07,4.969E+00
6.9600E-07,4.969E+00
6.9800E-07,4.969E+00
7.0000E-07,4.969E+00
7.0200E-07,4.969E+00
7.0400E-07,4.969E+00
7.0600E-07,4.969E+00
7.0800E-07,4.969E+00
7.1000E-07,4.969E+00
7.1200E-07,4.969E+00
7.1400E-07,4.969E+00
7.1600E-07,4.929E+00
7.1800E-07,4.969E+00
7.2000E-07,4.969E+00
7.2200E-07,4.969E+00
7.2400E-07,4.969E+00
7.2600E-07,4.969E+00
7.2800E-07,4.969E+00
7.3000E-07,4.969E+00
7.3200E-07,4.969E+00
7.3400E-07,4.969E+00
7.3600E-07,4.969E+00
7.3800E-07,4.969E+00
7.4000E-07,4.969E+00
7.4200E-07,4.969E+00
7.4400E-07,4.969E+00
7.4600E-07,4.969E+00
7.4800E-07,4.969E+00
7.5000E-07,4.969E+00
7.5200E-07,4.969E+00
7.5400E-07,4.969E+00
7.5600E-07,4.969E+00
7.5800E-07,4.969E+00
7.6000E-07,4.969E+00
7.6200E-07,4.969E+00
7.6400E-07,4.969E+00
7.6600E-07,4.969E+00
7.6800E-07,4.969E+00
7.7000E-07,4.969E+00
7.7200E-07,4.969E+00
7.7400E-07,4.969E+00
7.7600E-07,4.969E+00
7.7800E-07,4.969E+00
7.8000E-07,4.929E+00
7.8200E-07,4.969E+00
7.8400E-07,4.969E+00
7.8600E-07,4.969E+00
7.8800E-07,4.929E+00
7.9000E-07,4.969E+00
7.9200E-07,4.929E+00
7.9400E-07,4.969E+00
7.9600E-07,4.929E+00
7.9800E-07,4.969E+00
8.0000E-07,4.969E+00
8.0200E-07,4.969E+00
8.0400E-07,4.969E+00
8.0600E-07,4.969E+00
8.0800E-07,4.969E+00
8.1000E-07,4.969E+00
8.1200E-07,4.969E+00
8.1400E-07,4.969E+00
8.1600E-07,4.969E+00
8.1800E-07,4.969E+00
8.2000E-07,4.969E+00
8.2200E-07,4.969E+00
8.2400E-07,4.969E+00
8.2600E-07,4.969E+00
8.2800E-07,4.969E+00
8.3000E-07,4.969E+00
8.3200E-07,4.969E+00
8.3400E-07,4.969E+00
8.3600E-07,4.969E+00
8.3800E-07,4.969E+00
8.4000E-07,4.969E+00
